picture,time,user_agent,ip
kitten3,2019-02-26 19:43:49.363830,"User-Agent,""Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",65.137.60.154
kitten1,2019-02-26 19:43:49.407630,"User-Agent,""Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",65.137.60.154
kitten1,2019-02-26 19:43:49.451232,"User-Agent,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104",90.124.18.67
kitten3,2019-02-26 19:43:49.495260,"User-Agent,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104",90.124.18.67
kitten2,2019-02-26 19:43:49.539437,"User-Agent,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104",90.124.18.67
puppy3,2019-02-26 19:43:49.583279,"User-Agent,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104",90.124.18.67
kitten3,2019-02-26 19:43:49.630072,"User-Agent,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104",90.124.18.67
kitten3,2019-02-26 19:43:49.673443,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
kitten1,2019-02-26 19:43:49.716051,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
puppy2,2019-02-26 19:43:49.759534,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
kitten3,2019-02-26 19:43:49.802407,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
puppy3,2019-02-26 19:43:49.846110,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
kitten2,2019-02-26 19:43:49.889428,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
kitten2,2019-02-26 19:43:49.932763,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
puppy2,2019-02-26 19:43:49.976859,"User-Agent,""Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8",249.23.128.105
kitten1,2019-02-26 19:43:50.020470,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
puppy2,2019-02-26 19:43:50.065389,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
kitten1,2019-02-26 19:43:50.112248,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
puppy3,2019-02-26 19:43:50.157151,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
kitten2,2019-02-26 19:43:50.200812,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
puppy3,2019-02-26 19:43:50.242848,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
kitten2,2019-02-26 19:43:50.285276,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
puppy2,2019-02-26 19:43:50.328437,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
kitten3,2019-02-26 19:43:50.372372,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML, like Gecko) Version/9.0 Safari/601.1.39",49.15.234.243
puppy2,2019-02-26 19:43:50.414762,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
puppy1,2019-02-26 19:43:50.457741,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
kitten2,2019-02-26 19:43:50.501128,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
puppy3,2019-02-26 19:43:50.544341,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
puppy3,2019-02-26 19:43:50.587837,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
kitten2,2019-02-26 19:43:50.630587,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
puppy1,2019-02-26 19:43:50.674301,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
kitten1,2019-02-26 19:43:50.717345,"User-Agent,""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/45.6.11.383 Chrome/45.0.2454.93 Safari/537.36",233.242.122.218
puppy1,2019-02-26 19:43:50.894642,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy3,2019-02-26 19:43:50.940928,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy2,2019-02-26 19:43:50.985545,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy1,2019-02-26 19:43:51.029676,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy1,2019-02-26 19:43:51.077347,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy3,2019-02-26 19:43:51.122848,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy2,2019-02-26 19:43:51.167388,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy2,2019-02-26 19:43:51.211022,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy3,2019-02-26 19:43:51.253680,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",226.212.189.237
kitten2,2019-02-26 19:43:51.298084,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",226.212.189.237
kitten2,2019-02-26 19:43:51.341374,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",226.212.189.237
puppy1,2019-02-26 19:43:51.384089,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",226.212.189.237
puppy2,2019-02-26 19:43:51.427415,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",226.212.189.237
kitten3,2019-02-26 19:43:51.471520,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",226.212.189.237
kitten1,2019-02-26 19:43:51.515146,"User-Agent,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14",150.235.225.248
puppy2,2019-02-26 19:43:51.559255,"User-Agent,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14",150.235.225.248
kitten2,2019-02-26 19:43:51.602811,"User-Agent,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14",150.235.225.248
puppy3,2019-02-26 19:43:51.645867,"User-Agent,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14",150.235.225.248
puppy3,2019-02-26 19:43:51.688786,"User-Agent,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14",150.235.225.248
kitten2,2019-02-26 19:43:51.749589,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
puppy1,2019-02-26 19:43:51.793807,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
puppy2,2019-02-26 19:43:51.836738,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
puppy3,2019-02-26 19:43:51.880469,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
kitten3,2019-02-26 19:43:51.924220,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
puppy2,2019-02-26 19:43:51.968864,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
kitten2,2019-02-26 19:43:52.012490,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
puppy2,2019-02-26 19:43:52.058340,"User-Agent,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",58.157.200.86
puppy3,2019-02-26 19:43:52.102403,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
puppy3,2019-02-26 19:43:52.147311,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
kitten2,2019-02-26 19:43:52.218537,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
kitten2,2019-02-26 19:43:52.657926,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
kitten2,2019-02-26 19:43:52.703683,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
puppy2,2019-02-26 19:43:52.745951,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
kitten3,2019-02-26 19:43:52.788303,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
puppy2,2019-02-26 19:43:52.831461,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
puppy3,2019-02-26 19:43:52.874473,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
kitten2,2019-02-26 19:43:52.918425,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",157.63.184.89
kitten2,2019-02-26 19:43:52.961065,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.003552,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
kitten1,2019-02-26 19:43:53.049286,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy1,2019-02-26 19:43:53.096352,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
kitten2,2019-02-26 19:43:53.142022,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy2,2019-02-26 19:43:53.186792,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.231081,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
kitten2,2019-02-26 19:43:53.285903,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
kitten1,2019-02-26 19:43:53.332898,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.376468,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy2,2019-02-26 19:43:53.418683,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy2,2019-02-26 19:43:53.462730,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.520162,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
kitten3,2019-02-26 19:43:53.566554,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy2,2019-02-26 19:43:53.611200,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
kitten3,2019-02-26 19:43:53.654683,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.698214,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.741765,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",39.53.172.213
puppy3,2019-02-26 19:43:53.785166,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
kitten1,2019-02-26 19:43:53.828057,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy2,2019-02-26 19:43:53.871480,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy1,2019-02-26 19:43:53.916672,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy2,2019-02-26 19:43:53.961325,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy3,2019-02-26 19:43:54.004478,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy3,2019-02-26 19:43:54.048694,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy2,2019-02-26 19:43:54.093756,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4",188.103.75.223
puppy2,2019-02-26 19:43:54.138351,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten1,2019-02-26 19:43:54.182674,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten2,2019-02-26 19:43:54.226479,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten1,2019-02-26 19:43:54.410929,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
puppy1,2019-02-26 19:43:54.458784,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
puppy3,2019-02-26 19:43:54.519403,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten3,2019-02-26 19:43:54.563712,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten3,2019-02-26 19:43:54.607285,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten1,2019-02-26 19:43:54.650564,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",87.202.30.222
kitten3,2019-02-26 19:43:54.695149,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
puppy3,2019-02-26 19:43:54.738390,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
puppy1,2019-02-26 19:43:54.782768,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
kitten3,2019-02-26 19:43:54.827001,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
kitten1,2019-02-26 19:43:54.871666,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
puppy1,2019-02-26 19:43:54.915061,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
kitten3,2019-02-26 19:43:54.959051,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
puppy1,2019-02-26 19:43:55.003435,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",248.194.198.47
kitten1,2019-02-26 19:43:55.049068,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
kitten3,2019-02-26 19:43:55.097026,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy2,2019-02-26 19:43:55.143194,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy1,2019-02-26 19:43:55.187794,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy2,2019-02-26 19:43:55.232078,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy2,2019-02-26 19:43:55.276441,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy3,2019-02-26 19:43:55.319910,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy1,2019-02-26 19:43:55.363486,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
puppy3,2019-02-26 19:43:55.407293,"User-Agent,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5",190.81.156.239
